date_day,year,month,day,day_of_week,day_name,week,quarter,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end
2017-01-21,2017,1,21,5,Saturday,3,1,True,False,False,False,False
2017-01-22,2017,1,22,6,Sunday,3,1,True,False,False,False,False
2017-01-23,2017,1,23,0,Monday,4,1,False,False,False,False,False
2017-01-24,2017,1,24,1,Tuesday,4,1,False,False,False,False,False
2017-01-25,2017,1,25,2,Wednesday,4,1,False,False,False,False,False
2017-01-26,2017,1,26,3,Thursday,4,1,False,False,False,False,False
2017-01-27,2017,1,27,4,Friday,4,1,False,False,False,False,False
2017-01-28,2017,1,28,5,Saturday,4,1,True,False,False,False,False
2017-01-29,2017,1,29,6,Sunday,4,1,True,False,False,False,False
2017-01-30,2017,1,30,0,Monday,5,1,False,False,False,False,False
2017-01-31,2017,1,31,1,Tuesday,5,1,False,False,True,False,False
2017-02-01,2017,2,1,2,Wednesday,5,1,False,True,False,False,False
2017-02-02,2017,2,2,3,Thursday,5,1,False,False,False,False,False
2017-02-03,2017,2,3,4,Friday,5,1,False,False,False,False,False
2017-02-04,2017,2,4,5,Saturday,5,1,True,False,False,False,False
2017-02-05,2017,2,5,6,Sunday,5,1,True,False,False,False,False
2017-02-06,2017,2,6,0,Monday,6,1,False,False,False,False,False
2017-02-07,2017,2,7,1,Tuesday,6,1,False,False,False,False,False
2017-02-08,2017,2,8,2,Wednesday,6,1,False,False,False,False,False
2017-02-09,2017,2,9,3,Thursday,6,1,False,False,False,False,False
2017-02-10,2017,2,10,4,Friday,6,1,False,False,False,False,False
2017-02-11,2017,2,11,5,Saturday,6,1,True,False,False,False,False
2017-02-12,2017,2,12,6,Sunday,6,1,True,False,False,False,False
2017-02-13,2017,2,13,0,Monday,7,1,False,False,False,False,False
2017-02-14,2017,2,14,1,Tuesday,7,1,False,False,False,False,False
2017-02-15,2017,2,15,2,Wednesday,7,1,False,False,False,False,False
2017-02-16,2017,2,16,3,Thursday,7,1,False,False,False,False,False
2017-02-17,2017,2,17,4,Friday,7,1,False,False,False,False,False
2017-02-18,2017,2,18,5,Saturday,7,1,True,False,False,False,False
2017-02-19,2017,2,19,6,Sunday,7,1,True,False,False,False,False
2017-02-20,2017,2,20,0,Monday,8,1,False,False,False,False,False
2017-02-21,2017,2,21,1,Tuesday,8,1,False,False,False,False,False
2017-02-22,2017,2,22,2,Wednesday,8,1,False,False,False,False,False
2017-02-23,2017,2,23,3,Thursday,8,1,False,False,False,False,False
2017-02-24,2017,2,24,4,Friday,8,1,False,False,False,False,False
2017-02-25,2017,2,25,5,Saturday,8,1,True,False,False,False,False
2017-02-26,2017,2,26,6,Sunday,8,1,True,False,False,False,False
2017-02-27,2017,2,27,0,Monday,9,1,False,False,False,False,False
2017-02-28,2017,2,28,1,Tuesday,9,1,False,False,True,False,False
2017-03-01,2017,3,1,2,Wednesday,9,1,False,True,False,False,False
2017-03-02,2017,3,2,3,Thursday,9,1,False,False,False,False,False
2017-03-03,2017,3,3,4,Friday,9,1,False,False,False,False,False
2017-03-04,2017,3,4,5,Saturday,9,1,True,False,False,False,False
2017-03-05,2017,3,5,6,Sunday,9,1,True,False,False,False,False
2017-03-06,2017,3,6,0,Monday,10,1,False,False,False,False,False
2017-03-07,2017,3,7,1,Tuesday,10,1,False,False,False,False,False
2017-03-08,2017,3,8,2,Wednesday,10,1,False,False,False,False,False
2017-03-09,2017,3,9,3,Thursday,10,1,False,False,False,False,False
2017-03-10,2017,3,10,4,Friday,10,1,False,False,False,False,False
2017-03-11,2017,3,11,5,Saturday,10,1,True,False,False,False,False
2017-03-12,2017,3,12,6,Sunday,10,1,True,False,False,False,False
2017-03-13,2017,3,13,0,Monday,11,1,False,False,False,False,False
2017-03-14,2017,3,14,1,Tuesday,11,1,False,False,False,False,False
2017-03-15,2017,3,15,2,Wednesday,11,1,False,False,False,False,False
2017-03-16,2017,3,16,3,Thursday,11,1,False,False,False,False,False
2017-03-17,2017,3,17,4,Friday,11,1,False,False,False,False,False
2017-03-18,2017,3,18,5,Saturday,11,1,True,False,False,False,False
2017-03-19,2017,3,19,6,Sunday,11,1,True,False,False,False,False
2017-03-20,2017,3,20,0,Monday,12,1,False,False,False,False,False
2017-03-21,2017,3,21,1,Tuesday,12,1,False,False,False,False,False
2017-03-22,2017,3,22,2,Wednesday,12,1,False,False,False,False,False
2017-03-23,2017,3,23,3,Thursday,12,1,False,False,False,False,False
2017-03-24,2017,3,24,4,Friday,12,1,False,False,False,False,False
2017-03-25,2017,3,25,5,Saturday,12,1,True,False,False,False,False
2017-03-26,2017,3,26,6,Sunday,12,1,True,False,False,False,False
2017-03-27,2017,3,27,0,Monday,13,1,False,False,False,False,False
2017-03-28,2017,3,28,1,Tuesday,13,1,False,False,False,False,False
2017-03-29,2017,3,29,2,Wednesday,13,1,False,False,False,False,False
2017-03-30,2017,3,30,3,Thursday,13,1,False,False,False,False,False
2017-03-31,2017,3,31,4,Friday,13,1,False,False,True,False,True
2017-04-01,2017,4,1,5,Saturday,13,2,True,True,False,True,False
2017-04-02,2017,4,2,6,Sunday,13,2,True,False,False,False,False
2017-04-03,2017,4,3,0,Monday,14,2,False,False,False,False,False
2017-04-04,2017,4,4,1,Tuesday,14,2,False,False,False,False,False
2017-04-05,2017,4,5,2,Wednesday,14,2,False,False,False,False,False
2017-04-06,2017,4,6,3,Thursday,14,2,False,False,False,False,False
2017-04-07,2017,4,7,4,Friday,14,2,False,False,False,False,False
2017-04-08,2017,4,8,5,Saturday,14,2,True,False,False,False,False
2017-04-09,2017,4,9,6,Sunday,14,2,True,False,False,False,False
2017-04-10,2017,4,10,0,Monday,15,2,False,False,False,False,False
2017-04-11,2017,4,11,1,Tuesday,15,2,False,False,False,False,False
2017-04-12,2017,4,12,2,Wednesday,15,2,False,False,False,False,False
2017-04-13,2017,4,13,3,Thursday,15,2,False,False,False,False,False
2017-04-14,2017,4,14,4,Friday,15,2,False,False,False,False,False
2017-04-15,2017,4,15,5,Saturday,15,2,True,False,False,False,False
2017-04-16,2017,4,16,6,Sunday,15,2,True,False,False,False,False
2017-04-17,2017,4,17,0,Monday,16,2,False,False,False,False,False
2017-04-18,2017,4,18,1,Tuesday,16,2,False,False,False,False,False
2017-04-19,2017,4,19,2,Wednesday,16,2,False,False,False,False,False
2017-04-20,2017,4,20,3,Thursday,16,2,False,False,False,False,False
2017-04-21,2017,4,21,4,Friday,16,2,False,False,False,False,False
2017-04-22,2017,4,22,5,Saturday,16,2,True,False,False,False,False
2017-04-23,2017,4,23,6,Sunday,16,2,True,False,False,False,False
2017-04-24,2017,4,24,0,Monday,17,2,False,False,False,False,False
2017-04-25,2017,4,25,1,Tuesday,17,2,False,False,False,False,False
2017-04-26,2017,4,26,2,Wednesday,17,2,False,False,False,False,False
2017-04-27,2017,4,27,3,Thursday,17,2,False,False,False,False,False
2017-04-28,2017,4,28,4,Friday,17,2,False,False,False,False,False
2017-04-29,2017,4,29,5,Saturday,17,2,True,False,False,False,False
2017-04-30,2017,4,30,6,Sunday,17,2,True,False,True,False,False
2017-05-01,2017,5,1,0,Monday,18,2,False,True,False,False,False
2017-05-02,2017,5,2,1,Tuesday,18,2,False,False,False,False,False
2017-05-03,2017,5,3,2,Wednesday,18,2,False,False,False,False,False
2017-05-04,2017,5,4,3,Thursday,18,2,False,False,False,False,False
2017-05-05,2017,5,5,4,Friday,18,2,False,False,False,False,False
2017-05-06,2017,5,6,5,Saturday,18,2,True,False,False,False,False
2017-05-07,2017,5,7,6,Sunday,18,2,True,False,False,False,False
2017-05-08,2017,5,8,0,Monday,19,2,False,False,False,False,False
2017-05-09,2017,5,9,1,Tuesday,19,2,False,False,False,False,False
2017-05-10,2017,5,10,2,Wednesday,19,2,False,False,False,False,False
2017-05-11,2017,5,11,3,Thursday,19,2,False,False,False,False,False
2017-05-12,2017,5,12,4,Friday,19,2,False,False,False,False,False
2017-05-13,2017,5,13,5,Saturday,19,2,True,False,False,False,False
2017-05-14,2017,5,14,6,Sunday,19,2,True,False,False,False,False
2017-05-15,2017,5,15,0,Monday,20,2,False,False,False,False,False
2017-05-16,2017,5,16,1,Tuesday,20,2,False,False,False,False,False
2017-05-17,2017,5,17,2,Wednesday,20,2,False,False,False,False,False
2017-05-18,2017,5,18,3,Thursday,20,2,False,False,False,False,False
2017-05-19,2017,5,19,4,Friday,20,2,False,False,False,False,False
2017-05-20,2017,5,20,5,Saturday,20,2,True,False,False,False,False
2017-05-21,2017,5,21,6,Sunday,20,2,True,False,False,False,False
2017-05-22,2017,5,22,0,Monday,21,2,False,False,False,False,False
2017-05-23,2017,5,23,1,Tuesday,21,2,False,False,False,False,False
2017-05-24,2017,5,24,2,Wednesday,21,2,False,False,False,False,False
2017-05-25,2017,5,25,3,Thursday,21,2,False,False,False,False,False
2017-05-26,2017,5,26,4,Friday,21,2,False,False,False,False,False
2017-05-27,2017,5,27,5,Saturday,21,2,True,False,False,False,False
2017-05-28,2017,5,28,6,Sunday,21,2,True,False,False,False,False
2017-05-29,2017,5,29,0,Monday,22,2,False,False,False,False,False
2017-05-30,2017,5,30,1,Tuesday,22,2,False,False,False,False,False
2017-05-31,2017,5,31,2,Wednesday,22,2,False,False,True,False,False
2017-06-01,2017,6,1,3,Thursday,22,2,False,True,False,False,False
2017-06-02,2017,6,2,4,Friday,22,2,False,False,False,False,False
2017-06-03,2017,6,3,5,Saturday,22,2,True,False,False,False,False
2017-06-04,2017,6,4,6,Sunday,22,2,True,False,False,False,False
2017-06-05,2017,6,5,0,Monday,23,2,False,False,False,False,False
2017-06-06,2017,6,6,1,Tuesday,23,2,False,False,False,False,False
2017-06-07,2017,6,7,2,Wednesday,23,2,False,False,False,False,False
2017-06-08,2017,6,8,3,Thursday,23,2,False,False,False,False,False
2017-06-09,2017,6,9,4,Friday,23,2,False,False,False,False,False
2017-06-10,2017,6,10,5,Saturday,23,2,True,False,False,False,False
2017-06-11,2017,6,11,6,Sunday,23,2,True,False,False,False,False
2017-06-12,2017,6,12,0,Monday,24,2,False,False,False,False,False
2017-06-13,2017,6,13,1,Tuesday,24,2,False,False,False,False,False
2017-06-14,2017,6,14,2,Wednesday,24,2,False,False,False,False,False
2017-06-15,2017,6,15,3,Thursday,24,2,False,False,False,False,False
2017-06-16,2017,6,16,4,Friday,24,2,False,False,False,False,False
2017-06-17,2017,6,17,5,Saturday,24,2,True,False,False,False,False
2017-06-18,2017,6,18,6,Sunday,24,2,True,False,False,False,False
2017-06-19,2017,6,19,0,Monday,25,2,False,False,False,False,False
2017-06-20,2017,6,20,1,Tuesday,25,2,False,False,False,False,False
2017-06-21,2017,6,21,2,Wednesday,25,2,False,False,False,False,False
2017-06-22,2017,6,22,3,Thursday,25,2,False,False,False,False,False
2017-06-23,2017,6,23,4,Friday,25,2,False,False,False,False,False
2017-06-24,2017,6,24,5,Saturday,25,2,True,False,False,False,False
2017-06-25,2017,6,25,6,Sunday,25,2,True,False,False,False,False
2017-06-26,2017,6,26,0,Monday,26,2,False,False,False,False,False
2017-06-27,2017,6,27,1,Tuesday,26,2,False,False,False,False,False
2017-06-28,2017,6,28,2,Wednesday,26,2,False,False,False,False,False
2017-06-29,2017,6,29,3,Thursday,26,2,False,False,False,False,False
2017-06-30,2017,6,30,4,Friday,26,2,False,False,True,False,True
2017-07-01,2017,7,1,5,Saturday,26,3,True,True,False,True,False
2017-07-02,2017,7,2,6,Sunday,26,3,True,False,False,False,False
2017-07-03,2017,7,3,0,Monday,27,3,False,False,False,False,False
2017-07-04,2017,7,4,1,Tuesday,27,3,False,False,False,False,False
2017-07-05,2017,7,5,2,Wednesday,27,3,False,False,False,False,False
2017-07-06,2017,7,6,3,Thursday,27,3,False,False,False,False,False
2017-07-07,2017,7,7,4,Friday,27,3,False,False,False,False,False
2017-07-08,2017,7,8,5,Saturday,27,3,True,False,False,False,False
2017-07-09,2017,7,9,6,Sunday,27,3,True,False,False,False,False
2017-07-10,2017,7,10,0,Monday,28,3,False,False,False,False,False
2017-07-11,2017,7,11,1,Tuesday,28,3,False,False,False,False,False
2017-07-12,2017,7,12,2,Wednesday,28,3,False,False,False,False,False
2017-07-13,2017,7,13,3,Thursday,28,3,False,False,False,False,False
2017-07-14,2017,7,14,4,Friday,28,3,False,False,False,False,False
2017-07-15,2017,7,15,5,Saturday,28,3,True,False,False,False,False
2017-07-16,2017,7,16,6,Sunday,28,3,True,False,False,False,False
2017-07-17,2017,7,17,0,Monday,29,3,False,False,False,False,False
2017-07-18,2017,7,18,1,Tuesday,29,3,False,False,False,False,False
2017-07-19,2017,7,19,2,Wednesday,29,3,False,False,False,False,False
2017-07-20,2017,7,20,3,Thursday,29,3,False,False,False,False,False
2017-07-21,2017,7,21,4,Friday,29,3,False,False,False,False,False
2017-07-22,2017,7,22,5,Saturday,29,3,True,False,False,False,False
2017-07-23,2017,7,23,6,Sunday,29,3,True,False,False,False,False
2017-07-24,2017,7,24,0,Monday,30,3,False,False,False,False,False
2017-07-25,2017,7,25,1,Tuesday,30,3,False,False,False,False,False
2017-07-26,2017,7,26,2,Wednesday,30,3,False,False,False,False,False
2017-07-27,2017,7,27,3,Thursday,30,3,False,False,False,False,False
2017-07-28,2017,7,28,4,Friday,30,3,False,False,False,False,False
2017-07-29,2017,7,29,5,Saturday,30,3,True,False,False,False,False
2017-07-30,2017,7,30,6,Sunday,30,3,True,False,False,False,False
2017-07-31,2017,7,31,0,Monday,31,3,False,False,True,False,False
2017-08-01,2017,8,1,1,Tuesday,31,3,False,True,False,False,False
2017-08-02,2017,8,2,2,Wednesday,31,3,False,False,False,False,False
2017-08-03,2017,8,3,3,Thursday,31,3,False,False,False,False,False
2017-08-04,2017,8,4,4,Friday,31,3,False,False,False,False,False
2017-08-05,2017,8,5,5,Saturday,31,3,True,False,False,False,False
2017-08-06,2017,8,6,6,Sunday,31,3,True,False,False,False,False
2017-08-07,2017,8,7,0,Monday,32,3,False,False,False,False,False
2017-08-08,2017,8,8,1,Tuesday,32,3,False,False,False,False,False
2017-08-09,2017,8,9,2,Wednesday,32,3,False,False,False,False,False
2017-08-10,2017,8,10,3,Thursday,32,3,False,False,False,False,False
2017-08-11,2017,8,11,4,Friday,32,3,False,False,False,False,False
2017-08-12,2017,8,12,5,Saturday,32,3,True,False,False,False,False
2017-08-13,2017,8,13,6,Sunday,32,3,True,False,False,False,False
2017-08-14,2017,8,14,0,Monday,33,3,False,False,False,False,False
2017-08-15,2017,8,15,1,Tuesday,33,3,False,False,False,False,False
2017-08-16,2017,8,16,2,Wednesday,33,3,False,False,False,False,False
2017-08-17,2017,8,17,3,Thursday,33,3,False,False,False,False,False
2017-08-18,2017,8,18,4,Friday,33,3,False,False,False,False,False
2017-08-19,2017,8,19,5,Saturday,33,3,True,False,False,False,False
2017-08-20,2017,8,20,6,Sunday,33,3,True,False,False,False,False
2017-08-21,2017,8,21,0,Monday,34,3,False,False,False,False,False
2017-08-22,2017,8,22,1,Tuesday,34,3,False,False,False,False,False
2017-08-23,2017,8,23,2,Wednesday,34,3,False,False,False,False,False
2017-08-24,2017,8,24,3,Thursday,34,3,False,False,False,False,False
2017-08-25,2017,8,25,4,Friday,34,3,False,False,False,False,False
2017-08-26,2017,8,26,5,Saturday,34,3,True,False,False,False,False
2017-08-27,2017,8,27,6,Sunday,34,3,True,False,False,False,False
2017-08-28,2017,8,28,0,Monday,35,3,False,False,False,False,False
2017-08-29,2017,8,29,1,Tuesday,35,3,False,False,False,False,False
2017-08-30,2017,8,30,2,Wednesday,35,3,False,False,False,False,False
2017-08-31,2017,8,31,3,Thursday,35,3,False,False,True,False,False
2017-09-01,2017,9,1,4,Friday,35,3,False,True,False,False,False
2017-09-02,2017,9,2,5,Saturday,35,3,True,False,False,False,False
2017-09-03,2017,9,3,6,Sunday,35,3,True,False,False,False,False
2017-09-04,2017,9,4,0,Monday,36,3,False,False,False,False,False
2017-09-05,2017,9,5,1,Tuesday,36,3,False,False,False,False,False
2017-09-06,2017,9,6,2,Wednesday,36,3,False,False,False,False,False
2017-09-07,2017,9,7,3,Thursday,36,3,False,False,False,False,False
2017-09-08,2017,9,8,4,Friday,36,3,False,False,False,False,False
2017-09-09,2017,9,9,5,Saturday,36,3,True,False,False,False,False
2017-09-10,2017,9,10,6,Sunday,36,3,True,False,False,False,False
2017-09-11,2017,9,11,0,Monday,37,3,False,False,False,False,False
2017-09-12,2017,9,12,1,Tuesday,37,3,False,False,False,False,False
2017-09-13,2017,9,13,2,Wednesday,37,3,False,False,False,False,False
2017-09-14,2017,9,14,3,Thursday,37,3,False,False,False,False,False
2017-09-15,2017,9,15,4,Friday,37,3,False,False,False,False,False
2017-09-16,2017,9,16,5,Saturday,37,3,True,False,False,False,False
2017-09-17,2017,9,17,6,Sunday,37,3,True,False,False,False,False
2017-09-18,2017,9,18,0,Monday,38,3,False,False,False,False,False
2017-09-19,2017,9,19,1,Tuesday,38,3,False,False,False,False,False
2017-09-20,2017,9,20,2,Wednesday,38,3,False,False,False,False,False
2017-09-21,2017,9,21,3,Thursday,38,3,False,False,False,False,False
2017-09-22,2017,9,22,4,Friday,38,3,False,False,False,False,False
2017-09-23,2017,9,23,5,Saturday,38,3,True,False,False,False,False
2017-09-24,2017,9,24,6,Sunday,38,3,True,False,False,False,False
2017-09-25,2017,9,25,0,Monday,39,3,False,False,False,False,False
2017-09-26,2017,9,26,1,Tuesday,39,3,False,False,False,False,False
2017-09-27,2017,9,27,2,Wednesday,39,3,False,False,False,False,False
2017-09-28,2017,9,28,3,Thursday,39,3,False,False,False,False,False
2017-09-29,2017,9,29,4,Friday,39,3,False,False,False,False,False
2017-09-30,2017,9,30,5,Saturday,39,3,True,False,True,False,True
2017-10-01,2017,10,1,6,Sunday,39,4,True,True,False,True,False
2017-10-02,2017,10,2,0,Monday,40,4,False,False,False,False,False
2017-10-03,2017,10,3,1,Tuesday,40,4,False,False,False,False,False
2017-10-04,2017,10,4,2,Wednesday,40,4,False,False,False,False,False
2017-10-05,2017,10,5,3,Thursday,40,4,False,False,False,False,False
2017-10-06,2017,10,6,4,Friday,40,4,False,False,False,False,False
2017-10-07,2017,10,7,5,Saturday,40,4,True,False,False,False,False
2017-10-08,2017,10,8,6,Sunday,40,4,True,False,False,False,False
2017-10-09,2017,10,9,0,Monday,41,4,False,False,False,False,False
2017-10-10,2017,10,10,1,Tuesday,41,4,False,False,False,False,False
2017-10-11,2017,10,11,2,Wednesday,41,4,False,False,False,False,False
2017-10-12,2017,10,12,3,Thursday,41,4,False,False,False,False,False
2017-10-13,2017,10,13,4,Friday,41,4,False,False,False,False,False
2017-10-14,2017,10,14,5,Saturday,41,4,True,False,False,False,False
2017-10-15,2017,10,15,6,Sunday,41,4,True,False,False,False,False
2017-10-16,2017,10,16,0,Monday,42,4,False,False,False,False,False
2017-10-17,2017,10,17,1,Tuesday,42,4,False,False,False,False,False
2017-10-18,2017,10,18,2,Wednesday,42,4,False,False,False,False,False
2017-10-19,2017,10,19,3,Thursday,42,4,False,False,False,False,False
2017-10-20,2017,10,20,4,Friday,42,4,False,False,False,False,False
2017-10-21,2017,10,21,5,Saturday,42,4,True,False,False,False,False
2017-10-22,2017,10,22,6,Sunday,42,4,True,False,False,False,False
2017-10-23,2017,10,23,0,Monday,43,4,False,False,False,False,False
2017-10-24,2017,10,24,1,Tuesday,43,4,False,False,False,False,False
2017-10-25,2017,10,25,2,Wednesday,43,4,False,False,False,False,False
2017-10-26,2017,10,26,3,Thursday,43,4,False,False,False,False,False
2017-10-27,2017,10,27,4,Friday,43,4,False,False,False,False,False
2017-10-28,2017,10,28,5,Saturday,43,4,True,False,False,False,False
2017-10-29,2017,10,29,6,Sunday,43,4,True,False,False,False,False
2017-10-30,2017,10,30,0,Monday,44,4,False,False,False,False,False
2017-10-31,2017,10,31,1,Tuesday,44,4,False,False,True,False,False
2017-11-01,2017,11,1,2,Wednesday,44,4,False,True,False,False,False
2017-11-02,2017,11,2,3,Thursday,44,4,False,False,False,False,False
2017-11-03,2017,11,3,4,Friday,44,4,False,False,False,False,False
2017-11-04,2017,11,4,5,Saturday,44,4,True,False,False,False,False
2017-11-05,2017,11,5,6,Sunday,44,4,True,False,False,False,False
2017-11-06,2017,11,6,0,Monday,45,4,False,False,False,False,False
2017-11-07,2017,11,7,1,Tuesday,45,4,False,False,False,False,False
2017-11-08,2017,11,8,2,Wednesday,45,4,False,False,False,False,False
2017-11-09,2017,11,9,3,Thursday,45,4,False,False,False,False,False
2017-11-10,2017,11,10,4,Friday,45,4,False,False,False,False,False
2017-11-11,2017,11,11,5,Saturday,45,4,True,False,False,False,False
2017-11-12,2017,11,12,6,Sunday,45,4,True,False,False,False,False
2017-11-13,2017,11,13,0,Monday,46,4,False,False,False,False,False
2017-11-14,2017,11,14,1,Tuesday,46,4,False,False,False,False,False
2017-11-15,2017,11,15,2,Wednesday,46,4,False,False,False,False,False
2017-11-16,2017,11,16,3,Thursday,46,4,False,False,False,False,False
2017-11-17,2017,11,17,4,Friday,46,4,False,False,False,False,False
2017-11-18,2017,11,18,5,Saturday,46,4,True,False,False,False,False
2017-11-19,2017,11,19,6,Sunday,46,4,True,False,False,False,False
2017-11-20,2017,11,20,0,Monday,47,4,False,False,False,False,False
2017-11-21,2017,11,21,1,Tuesday,47,4,False,False,False,False,False
2017-11-22,2017,11,22,2,Wednesday,47,4,False,False,False,False,False
2017-11-23,2017,11,23,3,Thursday,47,4,False,False,False,False,False
2017-11-24,2017,11,24,4,Friday,47,4,False,False,False,False,False
2017-11-25,2017,11,25,5,Saturday,47,4,True,False,False,False,False
2017-11-26,2017,11,26,6,Sunday,47,4,True,False,False,False,False
2017-11-27,2017,11,27,0,Monday,48,4,False,False,False,False,False
2017-11-28,2017,11,28,1,Tuesday,48,4,False,False,False,False,False
2017-11-29,2017,11,29,2,Wednesday,48,4,False,False,False,False,False
2017-11-30,2017,11,30,3,Thursday,48,4,False,False,True,False,False
2017-12-01,2017,12,1,4,Friday,48,4,False,True,False,False,False
2017-12-02,2017,12,2,5,Saturday,48,4,True,False,False,False,False
2017-12-03,2017,12,3,6,Sunday,48,4,True,False,False,False,False
2017-12-04,2017,12,4,0,Monday,49,4,False,False,False,False,False
2017-12-05,2017,12,5,1,Tuesday,49,4,False,False,False,False,False
2017-12-06,2017,12,6,2,Wednesday,49,4,False,False,False,False,False
2017-12-07,2017,12,7,3,Thursday,49,4,False,False,False,False,False
2017-12-08,2017,12,8,4,Friday,49,4,False,False,False,False,False
2017-12-09,2017,12,9,5,Saturday,49,4,True,False,False,False,False
2017-12-10,2017,12,10,6,Sunday,49,4,True,False,False,False,False
2017-12-11,2017,12,11,0,Monday,50,4,False,False,False,False,False
2017-12-12,2017,12,12,1,Tuesday,50,4,False,False,False,False,False
2017-12-13,2017,12,13,2,Wednesday,50,4,False,False,False,False,False
2017-12-14,2017,12,14,3,Thursday,50,4,False,False,False,False,False
2017-12-15,2017,12,15,4,Friday,50,4,False,False,False,False,False
2017-12-16,2017,12,16,5,Saturday,50,4,True,False,False,False,False
2017-12-17,2017,12,17,6,Sunday,50,4,True,False,False,False,False
2017-12-18,2017,12,18,0,Monday,51,4,False,False,False,False,False
2017-12-19,2017,12,19,1,Tuesday,51,4,False,False,False,False,False
2017-12-20,2017,12,20,2,Wednesday,51,4,False,False,False,False,False
2017-12-21,2017,12,21,3,Thursday,51,4,False,False,False,False,False
2017-12-22,2017,12,22,4,Friday,51,4,False,False,False,False,False
2017-12-23,2017,12,23,5,Saturday,51,4,True,False,False,False,False
2017-12-24,2017,12,24,6,Sunday,51,4,True,False,False,False,False
2017-12-25,2017,12,25,0,Monday,52,4,False,False,False,False,False
2017-12-26,2017,12,26,1,Tuesday,52,4,False,False,False,False,False
2017-12-27,2017,12,27,2,Wednesday,52,4,False,False,False,False,False
2017-12-28,2017,12,28,3,Thursday,52,4,False,False,False,False,False
2017-12-29,2017,12,29,4,Friday,52,4,False,False,False,False,False
2017-12-30,2017,12,30,5,Saturday,52,4,True,False,False,False,False
2017-12-31,2017,12,31,6,Sunday,52,4,True,False,True,False,True
2018-01-01,2018,1,1,0,Monday,1,1,False,True,False,True,False
2018-01-02,2018,1,2,1,Tuesday,1,1,False,False,False,False,False
2018-01-03,2018,1,3,2,Wednesday,1,1,False,False,False,False,False
2018-01-04,2018,1,4,3,Thursday,1,1,False,False,False,False,False
2018-01-05,2018,1,5,4,Friday,1,1,False,False,False,False,False
2018-01-06,2018,1,6,5,Saturday,1,1,True,False,False,False,False
2018-01-07,2018,1,7,6,Sunday,1,1,True,False,False,False,False
2018-01-08,2018,1,8,0,Monday,2,1,False,False,False,False,False
2018-01-09,2018,1,9,1,Tuesday,2,1,False,False,False,False,False
2018-01-10,2018,1,10,2,Wednesday,2,1,False,False,False,False,False
2018-01-11,2018,1,11,3,Thursday,2,1,False,False,False,False,False
2018-01-12,2018,1,12,4,Friday,2,1,False,False,False,False,False
2018-01-13,2018,1,13,5,Saturday,2,1,True,False,False,False,False
2018-01-14,2018,1,14,6,Sunday,2,1,True,False,False,False,False
2018-01-15,2018,1,15,0,Monday,3,1,False,False,False,False,False
2018-01-16,2018,1,16,1,Tuesday,3,1,False,False,False,False,False
2018-01-17,2018,1,17,2,Wednesday,3,1,False,False,False,False,False
2018-01-18,2018,1,18,3,Thursday,3,1,False,False,False,False,False
2018-01-19,2018,1,19,4,Friday,3,1,False,False,False,False,False
2018-01-20,2018,1,20,5,Saturday,3,1,True,False,False,False,False
2018-01-21,2018,1,21,6,Sunday,3,1,True,False,False,False,False
2018-01-22,2018,1,22,0,Monday,4,1,False,False,False,False,False
2018-01-23,2018,1,23,1,Tuesday,4,1,False,False,False,False,False
2018-01-24,2018,1,24,2,Wednesday,4,1,False,False,False,False,False
2018-01-25,2018,1,25,3,Thursday,4,1,False,False,False,False,False
2018-01-26,2018,1,26,4,Friday,4,1,False,False,False,False,False
2018-01-27,2018,1,27,5,Saturday,4,1,True,False,False,False,False
2018-01-28,2018,1,28,6,Sunday,4,1,True,False,False,False,False
2018-01-29,2018,1,29,0,Monday,5,1,False,False,False,False,False
2018-01-30,2018,1,30,1,Tuesday,5,1,False,False,False,False,False
2018-01-31,2018,1,31,2,Wednesday,5,1,False,False,True,False,False
2018-02-01,2018,2,1,3,Thursday,5,1,False,True,False,False,False
2018-02-02,2018,2,2,4,Friday,5,1,False,False,False,False,False
2018-02-03,2018,2,3,5,Saturday,5,1,True,False,False,False,False
2018-02-04,2018,2,4,6,Sunday,5,1,True,False,False,False,False
2018-02-05,2018,2,5,0,Monday,6,1,False,False,False,False,False
2018-02-06,2018,2,6,1,Tuesday,6,1,False,False,False,False,False
2018-02-07,2018,2,7,2,Wednesday,6,1,False,False,False,False,False
2018-02-08,2018,2,8,3,Thursday,6,1,False,False,False,False,False
2018-02-09,2018,2,9,4,Friday,6,1,False,False,False,False,False
2018-02-10,2018,2,10,5,Saturday,6,1,True,False,False,False,False
2018-02-11,2018,2,11,6,Sunday,6,1,True,False,False,False,False
2018-02-12,2018,2,12,0,Monday,7,1,False,False,False,False,False
2018-02-13,2018,2,13,1,Tuesday,7,1,False,False,False,False,False
2018-02-14,2018,2,14,2,Wednesday,7,1,False,False,False,False,False
2018-02-15,2018,2,15,3,Thursday,7,1,False,False,False,False,False
2018-02-16,2018,2,16,4,Friday,7,1,False,False,False,False,False
2018-02-17,2018,2,17,5,Saturday,7,1,True,False,False,False,False
2018-02-18,2018,2,18,6,Sunday,7,1,True,False,False,False,False
2018-02-19,2018,2,19,0,Monday,8,1,False,False,False,False,False
2018-02-20,2018,2,20,1,Tuesday,8,1,False,False,False,False,False
2018-02-21,2018,2,21,2,Wednesday,8,1,False,False,False,False,False
2018-02-22,2018,2,22,3,Thursday,8,1,False,False,False,False,False
